"file_name","nodc_sd2","year","description","ship_name","ship_shorthand","ship_code","basin_name","sub_basin_name"
"satl.1969.KN.45W_43W.joa","B1969KNF.TXT",1969,"A section of 4 stations from 61 degrees South to 59 degrees South, 45.333 degrees West to 43.983 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There is at least 1 full depth cast. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1969.KN.46W_45W.joa","B1969KNG.TXT",1969,"A section of 4 stations from 62 degrees South to 60.383 degrees South, 46.6 degrees West to 45 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There is at least 1 full depth cast. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1969.KN.55S_52S.joa","B1969KNH.TXT",1969,"A section of 6 stations from 55.583 degrees South to 52.5 degrees South, 38.333 degrees West to 34.5 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There is at least 1 full depth cast. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1969.KN.60S_58S.joa","B1969KNI.TXT",1969,"A section of 5 stations from 60.833 degrees South to 58 degrees South, 38.5 degrees West to 34.95 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1969.KN.60S_59S.joa","B1969KNJ.TXT",1969,"A section of 4 stations from 60.866 degrees South to 59.833 degrees South, 34.133 degrees West to 32.5 degrees West. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1969.KN.62S_53S.joa","B1969KNK.TXT",1969,"A section of 19 stations from 62 degrees South to 53 degrees South, 45 degrees West to 32.666 degrees West. All have temperature. Most have salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 7 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1969.WT.52S_50S.joa","B1969WTA.TXT",1969,"A section of 4 stations from 52.075 degrees South to 50.858 degrees South, 80.808 degrees West to 76.133 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","T. Washington","WT","31WT","Atlantic","Central-Western"
"satl.1969.WT.55S_53S.joa","B1969WTB.TXT",1969,"A section of 5 stations from 55.258 degrees South to 53.266 degrees South, 79.533 degrees West to 74.8 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate, nitrate. There are at least 3 full depth casts. ","T. Washington","WT","31WT","Atlantic","Central-Western"
"satl.1969.WT.60S_55S.joa","B1969WTC.TXT",1969,"A section of 7 stations from 60.491 degrees South to 55.516 degrees South, 78.966 degrees West to 71.183 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate, nitrate. There are at least 3 full depth casts. ","T. Washington","WT","31WT","Atlantic","Southern"
"satl.1969.WT.62S_50S.joa","B1969WTD.TXT",1969,"A section of 14 stations from 62.333 degrees South to 50.858 degrees South, 76.133 degrees West to 61.85 degrees West. All have temperature, salinity, oxygen. Most have phosphate, silicate, nitrate. There are at least 6 full depth casts. ","T. Washington","WT","31WT","Atlantic","Southern"
"satl.1970.ET.69S_68S.joa","B1970ETA.TXT",1970,"A section of 4 stations from 69.378 degrees South to 68.986 degrees South, 80.85 degrees West to 80.186 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. All stations have full depth casts. ","Eltanin","ET","31ET","Atlantic","Southern"
"satl.1970.GL.62S.joa","B1970GLA.TXT",1970,"A section of 6 stations along 62S, 64.166 degrees West to 44.55 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1970.GL.70S.joa","B1970GLB.TXT",1970,"A section of 6 stations along 70S, 13.266 degrees West to 7.496 degrees West. All have temperature, salinity. Some have oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1970.GL.77S_69S.joa","B1970GLC.TXT",1970,"A section of 15 stations from 77.576 degrees South to 69.52 degrees South, 36.028 degrees West to 23.65 degrees West. All have temperature, salinity. Most have oxygen, phosphate, silicate, nitrate. There are at least 10 full depth casts. ","Glacier","GL","31GL","Atlantic","Southern"
"satl.1970.HU.29W.joa","B1970HUA.TXT",1970,"A section of 5 stations from 54.913 degrees South to 49.056 degrees South, along 29W. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 3 full depth casts. ","Hudson","HU","18HU","Atlantic","Central-Western"
"satl.1970.HU.39W.joa","B1970HUB.TXT",1970,"A section of 5 stations from 51.465 degrees South to 47.055 degrees South, along 39W. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 2 full depth casts. ","Hudson","HU","18HU","Atlantic","Central-Western"
"satl.1970.HU.62S_60S.joa","B1970HUC.TXT",1970,"A section of 4 stations from 62.963 degrees South to 60.388 degrees South, 60.65 degrees West to 56.71 degrees West. All have temperature, oxygen, phosphate, silicate. Most have salinity. None have nitrate. There are at least 3 full depth casts. ","Hudson","HU","18HU","Atlantic","Southern"
"satl.1970.HU.67W.joa","B1970HUD.TXT",1970,"A section of 10 stations from 63.568 degrees South to 57.558 degrees South, along 67W. All have temperature, salinity, oxygen, phosphate, silicate. None have nitrate. There are at least 8 full depth casts. ","Hudson","HU","18HU","Atlantic","Southern"
"satl.1970.KN.36W.joa","B1970KNA.TXT",1970,"A section of 4 stations from 53.916 degrees South to 53.333 degrees South, along 36W. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1970.KN.50W_45W.joa","B1970KNB.TXT",1970,"A section of 13 stations from 61.65 degrees South to 54.233 degrees South, 50.95 degrees West to 45.95 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1970.KN.53S.joa","B1970KNC.TXT",1970,"A section of 5 stations along 53S, 36.833 degrees West to 36.166 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There is at least 1 full depth cast. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1970.KN.54S_53S.joa","B1970KND.TXT",1970,"A section of 7 stations from 54.1 degrees South to 53.416 degrees South, 36.466 degrees West to 35.25 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 4 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1970.KN.60S_54S.joa","B1970KNE.TXT",1970,"A section of 15 stations from 60.733 degrees South to 54.2 degrees South, 44.016 degrees West to 34.6 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1970.KN.60S_59S.joa","B1970KNF.TXT",1970,"A section of 7 stations from 60.6 degrees South to 59.133 degrees South, 44.666 degrees West to 42.566 degrees West. All have temperature, salinity, oxygen, silicate. Most have phosphate, nitrate. There is at least 1 full depth cast. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1971.AN.38S.joa","B1971ANA.TXT",1971,"A section of 13 stations along 38S, 52.1 degrees West to 14.883 degrees East. All have temperature, salinity. Most have oxygen, silicate. None have phosphate, nitrate. There are at least 11 full depth casts. ","Atlantis II 4/63-Present","AN","31AN","Atlantic","Central-Western"
"satl.1971.KN.36W.joa","B1971KNA.TXT",1971,"A section of 5 stations from 53.9 degrees South to 53.25 degrees South, along 36W. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 3 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.37W.joa","B1971KNB.TXT",1971,"A section of 5 stations from 53.833 degrees South to 53 degrees South, along 37W. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 2 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.37W_2.joa","B1971KNC.TXT",1971,"A section of 5 stations from 53.883 degrees South to 53.366 degrees South, 37.35 degrees West to 37.166 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Some have nitrate. There are at least 4 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.44W_43W.joa","B1971KND.TXT",1971,"A section of 4 stations from 60.116 degrees South to 59.1 degrees South, 44.166 degrees West to 43.533 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Some have nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1971.KN.47W_42W.joa","B1971KNE.TXT",1971,"A section of 11 stations from 60.633 degrees South to 53.166 degrees South, 47.966 degrees West to 42.966 degrees West. All have temperature, salinity. Most have oxygen, phosphate, silicate. Some have nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1971.KN.50S.joa","B1971KNF.TXT",1971,"A section of 6 stations along 50S, 59.366 degrees West to 54.583 degrees West. All have temperature, salinity. Most have oxygen, phosphate, silicate. Some have nitrate. There are at least 3 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.50S_48S.joa","B1971KNG.TXT",1971,"A section of 7 stations from 50.666 degrees South to 48.816 degrees South, 59.483 degrees West to 56.183 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 5 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.52S.joa","B1971KNH.TXT",1971,"A section of 21 stations along 52S, 57.483 degrees West to 38.316 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 5 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.52W_37W.joa","B1971KNI.TXT",1971,"A section of 17 stations from 53.833 degrees South to 38 degrees South, 52.75 degrees West to 37.833 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Some have nitrate. There are at least 2 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.53S.joa","B1971KNJ.TXT",1971,"A section of 6 stations along 53S, 36.833 degrees West to 35.25 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Some have nitrate. There are at least 2 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.54S.joa","B1971KNK.TXT",1971,"A section of 4 stations along 54S, 35.616 degrees West to 34.533 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Some have nitrate. There are at least 3 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.54S_2.joa","B1971KNL.TXT",1971,"A section of 6 stations from 54.8 degrees South to 53.983 degrees South, 0.683 degrees East to 3.983 degrees East. All have temperature, salinity, oxygen, phosphate. Most have silicate, nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","North-Eastern"
"satl.1971.KN.54S_3.joa","B1971KNM.TXT",1971,"A section of 7 stations from 55.4 degrees South to 54.3 degrees South, 0.3 degrees East to 4.733 degrees East. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","North-Eastern"
"satl.1971.KN.54S_53S.joa","B1971KNN.TXT",1971,"A section of 5 stations from 54.383 degrees South to 53.75 degrees South, 35.933 degrees West to 34.85 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 3 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.54S_53S_2.joa","B1971KNO.TXT",1971,"A section of 6 stations from 54.583 degrees South to 53.983 degrees South, 35.633 degrees West to 34.333 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 2 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.54S_53S_3.joa","B1971KNP.TXT",1971,"A section of 7 stations from 54.316 degrees South to 53.416 degrees South, 36.333 degrees West to 35.25 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 2 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.55S_53S.joa","B1971KNQ.TXT",1971,"A section of 7 stations from 55.083 degrees South to 53.583 degrees South, 1 degrees West to 4.166 degrees East. All have temperature, salinity, oxygen, phosphate, silicate. Some have nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","North-Eastern"
"satl.1971.KN.57W_55W.joa","B1971KNR.TXT",1971,"A section of 9 stations from 50.75 degrees South to 48.8 degrees South, 57.683 degrees West to 55.833 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Most have nitrate. There are at least 6 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1971.KN.59S.joa","B1971KNS.TXT",1971,"A section of 4 stations along 59S, 43 degrees West to 41.5 degrees West. All have temperature, salinity, oxygen, phosphate, silicate. Some have nitrate. ","Akademik Knipovich",NULL,"90KN","Atlantic","Southern"
"satl.1971.KN.59W_58W.joa","B1971KNT.TXT",1971,"A section of 11 stations from 51.033 degrees South to 48.283 degrees South, 59.483 degrees West to 58.683 degrees West. All have temperature, salinity. Most have oxygen, phosphate, silicate, nitrate. There are at least 10 full depth casts. ","Akademik Knipovich",NULL,"90KN","Atlantic","Central-Western"
"satl.1972-73.6N.66W_1W.joa","B19726NA.TXT",1972,"A section of 61 stations from 61.05 degrees South to 74.933 degrees North, 66.133 degrees West to 1.121 degrees West. All have temperature, salinity. Most have oxygen, phosphate, silicate. None have nitrate. There are at least 60 full depth casts. ","Knorr","6N","316N","Atlantic","Southern"
"satl.1972.8M.30S.joa","B19728MA.TXT",1972,"A section of 9 stations along 30S, 47.675 degrees West to 31.396 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 8 full depth casts. ","Melville","8M","318M","Atlantic","North-Western"
